ticker,entry_date,exit_date,days_held,entry_price,exit_price,return_pct,pnl,exit_reason
CAT,2026-01-06,2026-01-07,1,620.45,608.05,-2.0,-2000.0,stop_loss
CRM,2026-01-06,2026-01-09,3,261.57,256.34,-2.0,-2000.0,stop_loss
CVX,2026-01-06,2026-01-13,7,153.62,161.3,5.0,5000.0,profit_target
GS,2026-01-06,2026-01-07,1,950.47,931.46,-2.0,-2000.0,stop_loss
LLY,2026-01-06,2026-01-07,1,1060.44,1113.46,5.0,5000.0,profit_target
XOM,2026-01-07,2026-01-09,2,116.91,122.76,5.0,5000.0,profit_target
AMZN,2026-01-08,2026-01-13,5,246.29,241.36,-2.0,-2000.0,stop_loss
BAC,2026-01-08,2026-01-12,4,55.86,54.75,-2.0,-2000.0,stop_loss
CAT,2026-01-08,2026-01-13,5,605.56,635.84,5.0,5000.0,profit_target
COST,2026-01-08,2026-01-16,8,912.74,958.37,5.0,5000.0,profit_target
GS,2026-01-08,2026-01-16,8,929.94,976.43,5.0,5000.0,profit_target
HD,2026-01-08,2026-01-13,5,357.17,375.03,5.0,5000.0,profit_target
LLY,2026-01-08,2026-01-09,1,1081.52,1059.89,-2.0,-2000.0,stop_loss
LLY,2026-01-12,2026-01-15,3,1077.34,1055.8,-2.0,-2000.0,stop_loss
WMT,2026-01-12,2026-01-27,15,117.5,115.15,-2.0,-2000.0,stop_loss
XOM,2026-01-12,2026-01-14,2,122.38,128.5,5.0,5000.0,profit_target
GOOGL,2026-01-13,2026-01-16,3,335.53,328.82,-2.0,-2000.0,stop_loss
NVDA,2026-01-13,2026-01-14,1,185.8,182.08,-2.0,-2000.0,stop_loss
UNH,2026-01-13,2026-01-20,7,329.47,322.88,-2.0,-2000.0,stop_loss
AMZN,2026-01-14,2026-01-20,6,236.65,231.92,-2.0,-2000.0,stop_loss
CAT,2026-01-14,2026-01-23,9,636.05,623.33,-2.0,-2000.0,stop_loss
CVX,2026-01-14,2026-01-30,16,164.12,172.32,5.0,5000.0,profit_target
HD,2026-01-14,2026-02-02,19,373.45,365.98,-2.0,-2000.0,stop_loss
PEP,2026-01-14,2026-01-22,8,144.63,143.12,-1.04,-1041.67,below_ma50
XOM,2026-01-15,2026-01-23,8,127.41,133.78,5.0,5000.0,profit_target
COST,2026-01-21,2026-01-27,6,980.1,960.49,-2.0,-2000.0,stop_loss
GOOGL,2026-01-21,2026-02-02,12,327.95,344.35,5.0,5000.0,profit_target
GS,2026-01-21,2026-01-23,2,948.02,929.06,-2.0,-2000.0,stop_loss
UNH,2026-01-21,2026-01-27,6,343.11,336.25,-2.0,-2000.0,stop_loss
AMZN,2026-01-22,2026-01-28,6,234.34,246.06,5.0,5000.0,profit_target
LLY,2026-01-22,2026-01-23,1,1083.7,1062.03,-2.0,-2000.0,stop_loss
META,2026-01-23,2026-01-29,6,657.59,690.47,5.0,5000.0,profit_target
TSLA,2026-01-23,2026-01-26,3,449.06,440.08,-2.0,-2000.0,stop_loss
CAT,2026-01-26,2026-01-29,3,634.71,666.45,5.0,5000.0,profit_target
LLY,2026-01-26,2026-01-27,1,1059.16,1037.97,-2.0,-2000.0,stop_loss
PEP,2026-01-26,2026-01-30,4,144.58,151.81,5.0,5000.0,profit_target
XOM,2026-01-26,2026-01-29,3,133.04,139.7,5.0,5000.0,profit_target
MSFT,2026-01-27,2026-01-29,2,478.45,468.88,-2.0,-2000.0,stop_loss
NVDA,2026-01-27,2026-02-03,7,188.51,184.74,-2.0,-2000.0,stop_loss
COST,2026-01-28,2026-01-30,2,958.08,938.92,-2.0,-2000.0,stop_loss
WMT,2026-01-28,2026-02-02,5,116.11,121.92,5.0,5000.0,profit_target
GS,2026-01-29,2026-02-02,4,935.2,916.49,-2.0,-2000.0,stop_loss
CAT,2026-01-30,2026-02-02,3,656.11,688.92,5.0,5000.0,profit_target
META,2026-01-30,2026-02-03,4,715.22,700.92,-2.0,-2000.0,stop_loss
XOM,2026-01-30,2026-02-02,3,139.52,136.73,-2.0,-2000.0,stop_loss
AAPL,2026-02-02,2026-02-12,10,269.51,264.12,-2.0,-2000.0,stop_loss
COST,2026-02-02,2026-02-13,11,966.96,1015.3,5.0,5000.0,profit_target
CVX,2026-02-02,2026-02-09,7,170.78,179.32,5.0,5000.0,profit_target
PEP,2026-02-02,2026-02-03,1,153.83,161.52,5.0,5000.0,profit_target
CAT,2026-02-03,2026-02-04,1,701.55,687.52,-2.0,-2000.0,stop_loss
GOOGL,2026-02-03,2026-02-04,1,339.27,332.48,-2.0,-2000.0,stop_loss
GS,2026-02-03,2026-02-04,1,934.07,915.39,-2.0,-2000.0,stop_loss
HD,2026-02-03,2026-02-23,20,378.57,371.0,-2.0,-2000.0,stop_loss
JPM,2026-02-03,2026-02-05,2,311.84,305.61,-2.0,-2000.0,stop_loss
WMT,2026-02-03,2026-02-12,9,127.21,133.57,5.0,5000.0,profit_target
XOM,2026-02-03,2026-02-09,6,141.82,148.91,5.0,5000.0,profit_target
BAC,2026-02-04,2026-02-05,1,55.07,53.97,-2.0,-2000.0,stop_loss
LLY,2026-02-04,2026-02-05,1,1103.38,1081.31,-2.0,-2000.0,stop_loss
META,2026-02-04,2026-02-05,1,667.8,654.44,-2.0,-2000.0,stop_loss
PEP,2026-02-04,2026-02-17,13,164.71,161.41,-2.0,-2000.0,stop_loss
BAC,2026-02-06,2026-02-10,4,56.21,55.09,-2.0,-2000.0,stop_loss
CAT,2026-02-06,2026-02-11,5,724.82,761.06,5.0,5000.0,profit_target
JPM,2026-02-06,2026-02-10,4,319.32,312.93,-2.0,-2000.0,stop_loss
LLY,2026-02-06,2026-02-09,3,1054.6,1041.14,-1.28,-1276.72,below_ma50
META,2026-02-06,2026-02-12,6,660.28,647.08,-2.0,-2000.0,stop_loss
GOOGL,2026-02-09,2026-02-10,1,323.9,317.42,-2.0,-2000.0,stop_loss
GS,2026-02-09,2026-02-12,3,938.68,919.91,-2.0,-2000.0,stop_loss
NVDA,2026-02-09,2026-02-13,4,190.03,186.23,-2.0,-2000.0,stop_loss
CVX,2026-02-10,2026-03-02,20,178.86,187.8,5.0,5000.0,profit_target
XOM,2026-02-10,2026-02-17,7,149.57,146.58,-2.0,-2000.0,stop_loss
CAT,2026-02-20,2026-02-26,6,758.3,743.13,-2.0,-2000.0,stop_loss
COST,2026-02-20,2026-03-06,14,983.84,964.17,-2.0,-2000.0,stop_loss
PEP,2026-02-20,2026-03-05,13,163.48,160.21,-2.0,-2000.0,stop_loss
WMT,2026-02-20,2026-03-18,26,122.5,121.5,-0.82,-821.21,below_ma50
XOM,2026-02-20,2026-03-02,10,146.29,153.6,5.0,5000.0,profit_target
AAPL,2026-02-24,2026-02-27,3,271.89,266.45,-2.0,-2000.0,stop_loss
HD,2026-02-24,2026-02-25,1,381.93,374.29,-2.0,-2000.0,stop_loss
NVDA,2026-02-24,2026-02-26,2,192.84,188.98,-2.0,-2000.0,stop_loss
GS,2026-02-26,2026-02-27,1,924.14,905.65,-2.0,-2000.0,stop_loss
AMZN,2026-04-08,2026-04-09,1,221.25,232.31,5.0,5000.0,profit_target
AVGO,2026-04-08,2026-04-10,2,350.08,367.58,5.0,5000.0,profit_target
BAC,2026-04-08,2026-04-15,7,51.88,54.47,5.0,5000.0,profit_target
CAT,2026-04-08,2026-04-16,8,770.11,754.71,-2.0,-2000.0,stop_loss
COST,2026-04-08,2026-04-10,2,1028.78,1008.2,-2.0,-2000.0,stop_loss
GOOGL,2026-04-08,2026-04-14,6,317.13,332.99,5.0,5000.0,profit_target
GS,2026-04-08,2026-04-13,5,905.75,887.63,-2.0,-2000.0,stop_loss
JPM,2026-04-08,2026-05-08,30,306.59,300.46,-2.0,-2000.0,stop_loss
NFLX,2026-04-08,2026-04-14,6,99.39,104.36,5.0,5000.0,profit_target
UNH,2026-04-08,2026-04-17,9,304.24,319.45,5.0,5000.0,profit_target
WMT,2026-04-08,2026-04-13,5,127.02,124.48,-2.0,-2000.0,stop_loss
NVDA,2026-04-09,2026-04-14,5,183.91,193.11,5.0,5000.0,profit_target
AMZN,2026-04-10,2026-04-14,4,238.38,250.3,5.0,5000.0,profit_target
AVGO,2026-04-13,2026-04-16,3,379.15,398.11,5.0,5000.0,profit_target
META,2026-04-13,2026-04-14,1,633.94,665.64,5.0,5000.0,profit_target
ORCL,2026-04-13,2026-04-14,1,155.62,163.4,5.0,5000.0,profit_target
GS,2026-04-14,2026-05-13,29,909.63,955.11,5.0,5000.0,profit_target
MSFT,2026-04-14,2026-04-15,1,392.26,411.87,5.0,5000.0,profit_target
AAPL,2026-04-15,2026-05-01,16,266.18,279.49,5.0,5000.0,profit_target
AMZN,2026-04-15,2026-04-24,9,248.5,260.93,5.0,5000.0,profit_target
GOOGL,2026-04-15,2026-04-29,14,336.92,353.76,5.0,5000.0,profit_target
META,2026-04-15,2026-04-23,8,670.96,657.54,-2.0,-2000.0,stop_loss
NFLX,2026-04-15,2026-04-17,2,107.71,105.56,-2.0,-2000.0,stop_loss
NVDA,2026-04-15,2026-04-24,9,198.87,208.81,5.0,5000.0,profit_target
ORCL,2026-04-15,2026-04-16,1,169.81,178.3,5.0,5000.0,profit_target
TSLA,2026-04-15,2026-04-16,1,391.95,384.11,-2.0,-2000.0,stop_loss
V,2026-04-15,2026-04-21,6,315.26,308.95,-2.0,-2000.0,stop_loss
BAC,2026-04-16,2026-04-23,7,53.51,52.44,-2.0,-2000.0,stop_loss
MSFT,2026-04-16,2026-04-23,7,419.35,410.96,-2.0,-2000.0,stop_loss
AVGO,2026-04-17,2026-04-20,3,405.9,397.78,-2.0,-2000.0,stop_loss
CAT,2026-04-17,2026-04-23,6,793.14,832.8,5.0,5000.0,profit_target
COST,2026-04-17,2026-04-28,11,998.44,992.56,-0.59,-589.07,below_ma50
ORCL,2026-04-17,2026-04-21,4,175.06,183.81,5.0,5000.0,profit_target
TSLA,2026-04-17,2026-04-20,3,400.62,392.61,-2.0,-2000.0,stop_loss
WMT,2026-04-17,2026-05-15,28,127.26,133.62,5.0,5000.0,profit_target
NFLX,2026-04-20,2026-04-21,1,94.83,92.93,-2.0,-2000.0,stop_loss
UNH,2026-04-20,2026-04-21,1,321.64,337.73,5.0,5000.0,profit_target
AVGO,2026-04-21,2026-04-22,1,401.53,421.61,5.0,5000.0,profit_target
CRM,2026-04-22,2026-04-23,1,189.31,185.53,-2.0,-2000.0,stop_loss
ORCL,2026-04-22,2026-04-23,1,187.5,183.75,-2.0,-2000.0,stop_loss
UNH,2026-04-22,2026-04-30,8,351.51,369.09,5.0,5000.0,profit_target
V,2026-04-22,2026-04-23,1,310.65,304.43,-2.0,-2000.0,stop_loss
AVGO,2026-04-23,2026-04-24,1,419.28,410.89,-2.0,-2000.0,stop_loss
BAC,2026-04-24,2026-05-11,17,52.05,51.01,-2.0,-2000.0,stop_loss
CAT,2026-04-24,2026-04-28,4,830.79,814.17,-2.0,-2000.0,stop_loss
META,2026-04-24,2026-04-30,6,674.4,660.92,-2.0,-2000.0,stop_loss
MSFT,2026-04-24,2026-04-30,6,423.7,415.23,-2.0,-2000.0,stop_loss
ORCL,2026-04-24,2026-04-27,3,173.28,169.81,-2.0,-2000.0,stop_loss
AMZN,2026-04-27,2026-05-04,7,261.12,274.18,5.0,5000.0,profit_target
AVGO,2026-04-27,2026-04-28,1,417.54,409.19,-2.0,-2000.0,stop_loss
NVDA,2026-04-27,2026-04-28,1,216.61,212.28,-2.0,-2000.0,stop_loss
ORCL,2026-04-28,2026-04-29,1,165.96,162.64,-2.0,-2000.0,stop_loss
AVGO,2026-04-29,2026-05-05,6,404.81,425.05,5.0,5000.0,profit_target
CAT,2026-04-29,2026-04-30,1,810.05,850.55,5.0,5000.0,profit_target
NVDA,2026-04-29,2026-04-30,1,209.25,205.06,-2.0,-2000.0,stop_loss
V,2026-04-29,2026-04-30,1,334.17,327.48,-2.0,-2000.0,stop_loss
COST,2026-04-30,2026-05-06,6,1013.06,992.8,-2.0,-2000.0,stop_loss
CVX,2026-04-30,2026-05-01,1,191.56,188.9,-1.39,-1386.37,below_ma50
GOOGL,2026-04-30,2026-05-18,18,384.57,403.8,5.0,5000.0,profit_target
ORCL,2026-04-30,2026-05-01,1,161.39,169.46,5.0,5000.0,profit_target
PEP,2026-04-30,2026-05-01,1,158.49,157.41,-0.68,-681.43,below_ma50
CAT,2026-05-01,2026-05-04,3,889.67,871.88,-2.0,-2000.0,stop_loss
LLY,2026-05-01,2026-05-11,10,961.67,942.44,-2.0,-2000.0,stop_loss
MSFT,2026-05-01,2026-05-06,5,413.54,405.27,-2.0,-2000.0,stop_loss
NVDA,2026-05-01,2026-05-07,6,198.45,208.37,5.0,5000.0,profit_target
TSLA,2026-05-01,2026-05-07,6,390.82,410.36,5.0,5000.0,profit_target
UNH,2026-05-01,2026-05-06,5,366.69,359.35,-2.0,-2000.0,stop_loss
V,2026-05-01,2026-05-05,4,327.35,320.8,-2.0,-2000.0,stop_loss
AAPL,2026-05-04,2026-05-07,3,276.58,290.4,5.0,5000.0,profit_target
ORCL,2026-05-04,2026-05-06,2,180.29,189.3,5.0,5000.0,profit_target
AMZN,2026-05-05,2026-05-12,7,273.55,268.08,-2.0,-2000.0,stop_loss
CAT,2026-05-05,2026-05-15,10,904.59,886.5,-2.0,-2000.0,stop_loss
CRM,2026-05-05,2026-05-06,1,186.51,182.78,-2.0,-2000.0,stop_loss
AVGO,2026-05-06,2026-05-07,1,424.77,416.27,-2.0,-2000.0,stop_loss
V,2026-05-06,2026-05-19,13,318.14,334.05,5.0,5000.0,profit_target
COST,2026-05-07,2026-05-11,4,1012.06,991.82,-2.0,-2000.0,stop_loss
ORCL,2026-05-07,2026-05-08,1,194.59,190.7,-2.0,-2000.0,stop_loss
UNH,2026-05-07,2026-05-12,5,367.64,386.02,5.0,5000.0,profit_target
AAPL,2026-05-08,2026-05-22,14,293.05,307.7,5.0,5000.0,profit_target
AVGO,2026-05-08,2026-05-12,4,429.32,420.73,-2.0,-2000.0,stop_loss
NVDA,2026-05-08,2026-05-13,5,215.2,225.96,5.0,5000.0,profit_target
TSLA,2026-05-08,2026-05-11,3,428.35,419.78,-2.0,-2000.0,stop_loss
ORCL,2026-05-11,2026-05-12,1,193.84,189.96,-2.0,-2000.0,stop_loss
COST,2026-05-12,2026-05-18,6,1021.88,1072.97,5.0,5000.0,profit_target
LLY,2026-05-12,2026-05-20,8,988.17,1037.58,5.0,5000.0,profit_target
TSLA,2026-05-12,2026-05-15,3,433.45,424.78,-2.0,-2000.0,stop_loss
AMZN,2026-05-13,2026-05-15,2,270.13,264.73,-2.0,-2000.0,stop_loss
ORCL,2026-05-13,2026-05-14,1,189.76,185.96,-2.0,-2000.0,stop_loss
UNH,2026-05-13,2026-05-15,2,398.88,390.9,-2.0,-2000.0,stop_loss
AVGO,2026-05-14,2026-05-15,1,439.1,430.31,-2.0,-2000.0,stop_loss
GS,2026-05-14,2026-05-15,1,968.96,949.58,-2.0,-2000.0,stop_loss
NVDA,2026-05-14,2026-05-15,1,235.74,231.03,-2.0,-2000.0,stop_loss
ORCL,2026-05-15,2026-05-18,3,192.95,189.09,-2.0,-2000.0,stop_loss
XOM,2026-05-15,2026-05-21,6,157.92,154.76,-2.0,-2000.0,stop_loss
AMZN,2026-05-18,2026-05-19,1,264.86,259.56,-2.0,-2000.0,stop_loss
AVGO,2026-05-18,2026-05-19,1,420.05,411.64,-2.0,-2000.0,stop_loss
CAT,2026-05-18,2026-05-19,1,863.95,846.67,-2.0,-2000.0,stop_loss
CVX,2026-05-18,2026-05-20,2,194.34,191.33,-1.55,-1548.83,below_ma50
GS,2026-05-18,2026-05-19,1,946.36,927.43,-2.0,-2000.0,stop_loss
NOW,2026-05-18,2026-05-19,1,103.42,101.35,-2.0,-2000.0,stop_loss
NVDA,2026-05-18,2026-05-22,4,222.32,217.87,-2.0,-2000.0,stop_loss
TSLA,2026-05-18,2026-05-19,1,409.99,401.79,-2.0,-2000.0,stop_loss
UNH,2026-05-18,2026-05-20,2,388.91,381.13,-2.0,-2000.0,stop_loss
WMT,2026-05-18,2026-05-20,2,133.34,130.67,-2.0,-2000.0,stop_loss
COST,2026-05-19,2026-05-20,1,1094.32,1072.43,-2.0,-2000.0,stop_loss
GOOGL,2026-05-19,2026-05-29,10,387.43,379.68,-2.0,-2000.0,stop_loss
ORCL,2026-05-19,2026-05-21,2,181.46,190.53,5.0,5000.0,profit_target
AVGO,2026-05-20,2026-05-29,9,417.1,437.95,5.0,5000.0,profit_target
GS,2026-05-20,2026-06-01,12,982.12,1031.23,5.0,5000.0,profit_target
MSFT,2026-05-20,2026-05-27,7,420.15,411.75,-2.0,-2000.0,stop_loss
NOW,2026-05-20,2026-05-21,1,103.3,101.23,-2.0,-2000.0,stop_loss
TSLA,2026-05-20,2026-05-27,7,417.26,438.12,5.0,5000.0,profit_target
V,2026-05-20,2026-05-28,8,330.75,324.13,-2.0,-2000.0,stop_loss
AMZN,2026-05-21,2026-05-26,5,268.46,263.09,-2.0,-2000.0,stop_loss
COST,2026-05-21,2026-05-22,1,1050.45,1029.44,-2.0,-2000.0,stop_loss
LLY,2026-05-21,2026-05-28,7,1041.65,1093.73,5.0,5000.0,profit_target
UNH,2026-05-21,2026-06-02,12,380.31,372.7,-2.0,-2000.0,stop_loss
CAT,2026-05-22,2026-06-01,10,879.89,862.29,-2.0,-2000.0,stop_loss
NOW,2026-05-22,2026-05-26,4,102.13,100.09,-2.0,-2000.0,stop_loss
ORCL,2026-05-22,2026-05-27,5,192.08,188.24,-2.0,-2000.0,stop_loss
XOM,2026-05-22,2026-05-26,4,154.92,151.82,-2.0,-2000.0,stop_loss
AAPL,2026-05-26,2026-06-08,13,308.33,302.16,-2.0,-2000.0,stop_loss
NVDA,2026-05-26,2026-05-27,1,214.86,210.56,-2.0,-2000.0,stop_loss
META,2026-05-27,2026-06-01,5,634.67,621.98,-2.0,-2000.0,stop_loss
NOW,2026-05-27,2026-05-28,1,102.12,107.23,5.0,5000.0,profit_target
AMZN,2026-05-28,2026-06-01,4,274.0,268.52,-2.0,-2000.0,stop_loss
MSFT,2026-05-28,2026-05-29,1,426.99,448.34,5.0,5000.0,profit_target
NVDA,2026-05-28,2026-06-02,5,214.25,224.96,5.0,5000.0,profit_target
ORCL,2026-05-28,2026-05-29,1,203.7,213.88,5.0,5000.0,profit_target
TSLA,2026-05-28,2026-05-29,1,442.1,433.26,-2.0,-2000.0,stop_loss
BAC,2026-05-29,2026-06-04,6,51.6,54.18,5.0,5000.0,profit_target
CRM,2026-05-29,2026-06-01,3,190.61,200.14,5.0,5000.0,profit_target
LLY,2026-05-29,2026-06-01,3,1105.0,1082.9,-2.0,-2000.0,stop_loss
NOW,2026-05-29,2026-06-01,3,124.37,130.59,5.0,5000.0,profit_target
V,2026-05-29,2026-06-01,3,326.36,319.83,-2.0,-2000.0,stop_loss
AVGO,2026-06-01,2026-06-02,1,459.24,482.21,5.0,5000.0,profit_target
MSFT,2026-06-01,2026-06-02,1,460.52,451.31,-2.0,-2000.0,stop_loss
ORCL,2026-06-01,2026-06-02,1,248.15,243.19,-2.0,-2000.0,stop_loss
CRM,2026-06-02,2026-06-03,1,200.32,196.32,-2.0,-2000.0,stop_loss
GS,2026-06-02,2026-06-03,1,1064.58,1043.29,-2.0,-2000.0,stop_loss
LLY,2026-06-02,2026-06-04,2,1064.15,1117.36,5.0,5000.0,profit_target
NOW,2026-06-02,2026-06-03,1,127.65,125.1,-2.0,-2000.0,stop_loss
AVGO,2026-06-03,2026-06-04,1,478.47,468.9,-2.0,-2000.0,stop_loss
CAT,2026-06-03,2026-06-04,1,926.18,907.66,-2.0,-2000.0,stop_loss
META,2026-06-03,2026-06-05,2,622.4,609.96,-2.0,-2000.0,stop_loss
MSFT,2026-06-03,2026-06-05,2,427.34,418.79,-2.0,-2000.0,stop_loss
ORCL,2026-06-03,2026-06-04,1,230.33,225.72,-2.0,-2000.0,stop_loss
CRM,2026-06-04,2026-06-05,1,188.26,184.5,-2.0,-2000.0,stop_loss
GS,2026-06-04,2026-06-05,1,1092.61,1070.76,-2.0,-2000.0,stop_loss
JPM,2026-06-04,2026-06-16,12,309.5,324.97,5.0,5000.0,profit_target
NOW,2026-06-04,2026-06-05,1,119.36,116.97,-2.0,-2000.0,stop_loss
BAC,2026-06-05,2026-06-15,10,53.83,56.52,5.0,5000.0,profit_target
CAT,2026-06-05,2026-06-09,4,904.28,886.19,-2.0,-2000.0,stop_loss
LLY,2026-06-05,2026-06-17,12,1131.42,1108.79,-2.0,-2000.0,stop_loss
ORCL,2026-06-05,2026-06-08,3,213.68,209.41,-2.0,-2000.0,stop_loss
UNH,2026-06-05,2026-06-25,20,397.2,417.06,5.0,5000.0,profit_target
CRM,2026-06-08,2026-06-09,1,182.08,178.44,-2.0,-2000.0,stop_loss
GS,2026-06-08,2026-06-09,1,1045.0,1024.1,-2.0,-2000.0,stop_loss
NOW,2026-06-08,2026-06-09,1,114.19,111.91,-2.0,-2000.0,stop_loss
ORCL,2026-06-09,2026-06-10,1,205.81,201.69,-2.0,-2000.0,stop_loss
GS,2026-06-10,2026-06-12,2,1001.29,1051.35,5.0,5000.0,profit_target
NOW,2026-06-10,2026-06-11,1,106.06,103.94,-2.0,-2000.0,stop_loss
CAT,2026-06-11,2026-06-15,4,897.63,942.51,5.0,5000.0,profit_target
HD,2026-06-11,2026-06-24,13,326.01,342.31,5.0,5000.0,profit_target
NOW,2026-06-12,2026-06-17,5,102.15,100.11,-2.0,-2000.0,stop_loss
GS,2026-06-15,2026-06-26,11,1076.17,1054.65,-2.0,-2000.0,stop_loss
BAC,2026-06-16,2026-07-06,20,56.84,59.68,5.0,5000.0,profit_target
CAT,2026-06-16,2026-06-18,2,945.46,992.73,5.0,5000.0,profit_target
V,2026-06-16,2026-06-22,6,333.12,326.46,-2.0,-2000.0,stop_loss
JPM,2026-06-17,2026-06-18,1,331.96,325.33,-2.0,-2000.0,stop_loss
CAT,2026-06-22,2026-06-23,1,1022.28,1001.83,-2.0,-2000.0,stop_loss
LLY,2026-06-22,2026-06-23,1,1102.08,1080.04,-2.0,-2000.0,stop_loss
V,2026-06-23,2026-06-29,6,328.48,344.9,5.0,5000.0,profit_target
CAT,2026-06-24,2026-06-25,1,994.45,1044.17,5.0,5000.0,profit_target
LLY,2026-06-24,2026-06-26,2,1117.26,1173.12,5.0,5000.0,profit_target
HD,2026-06-25,2026-07-08,13,345.0,338.1,-2.0,-2000.0,stop_loss
CAT,2026-06-29,2026-07-01,2,1033.19,1012.53,-2.0,-2000.0,stop_loss
LLY,2026-06-29,2026-06-30,1,1229.93,1205.33,-2.0,-2000.0,stop_loss
TSLA,2026-06-29,2026-07-01,2,411.84,432.43,5.0,5000.0,profit_target
V,2026-06-30,2026-07-02,2,343.09,360.24,5.0,5000.0,profit_target
AAPL,2026-07-01,2026-07-02,1,294.38,309.1,5.0,5000.0,profit_target
META,2026-07-01,2026-07-02,1,612.91,600.65,-2.0,-2000.0,stop_loss
CAT,2026-07-02,2026-07-07,5,963.53,944.26,-2.0,-2000.0,stop_loss
NOW,2026-07-02,2026-07-06,4,106.32,104.19,-2.0,-2000.0,stop_loss
TSLA,2026-07-06,2026-07-07,1,419.77,411.37,-2.0,-2000.0,stop_loss
V,2026-07-06,2026-07-07,1,357.25,350.11,-2.0,-2000.0,stop_loss
BAC,2026-07-07,2026-07-08,1,59.86,58.66,-2.0,-2000.0,stop_loss
META,2026-07-07,2026-07-08,1,615.58,603.27,-2.0,-2000.0,stop_loss
NOW,2026-07-07,2026-07-08,1,110.73,108.52,-2.0,-2000.0,stop_loss
